template,prompt,target,meta_json
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> AAL3014, <ALT> 4000ft, <RWY> 32, <DIST> 15.1NM [Pilot]: Greensboro Approach, <F#> AAL3014, level 8000 feet, inbound for landing.","[ATC]: AAL3014, radar contact, descend and maintain 4000, expect ILS Runway 32.","{""callsign"": ""AAL3014"", ""pilot_alt"": 8000, ""assign_alt"": 4000, ""dist_nm"": 15.1, ""dist_mi"": 15, ""rwy"": ""32"", ""hs_rwy"": ""05L"", ""wind_dir"": 240, ""wind_spd"": 14, ""gate"": ""D2"", ""route"": ""Bravo, Hotel, Juliet""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL4684, <WIND> 250 at 5, <RWY> 05R, <DIST> 4mi [Pilot]: Greensboro Tower, <F#> DAL4684, <DIST> 4 miles out.","[ATC]: DAL4684, wind 250 at 5, Runway 05R cleared to land.","{""callsign"": ""DAL4684"", ""pilot_alt"": 8000, ""assign_alt"": 3000, ""dist_nm"": 4.3, ""dist_mi"": 4, ""rwy"": ""05R"", ""hs_rwy"": ""23L"", ""wind_dir"": 250, ""wind_spd"": 5, ""gate"": ""B6"", ""route"": ""Golf, Juliet, Foxtrot""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> ASA7019, <GATE> C1, <RWY> 05L, <TXWY> Delta, Alpha, <HSRWY> 23R [Pilot]: Greensboro Ground, <F#> ASA7019, at Gate <GATE> C1, request taxi to Runway <RWY> 05L.","[ATC]: ASA7019, taxi to Runway 05L via Delta, Alpha, hold short of Runway 23R.","{""callsign"": ""ASA7019"", ""pilot_alt"": 6000, ""assign_alt"": 5000, ""dist_nm"": 22.8, ""dist_mi"": 15, ""rwy"": ""05L"", ""hs_rwy"": ""23R"", ""wind_dir"": 320, ""wind_spd"": 8, ""gate"": ""C1"", ""route"": ""Delta, Alpha""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> AAL1101, <WIND> 210 at 7, <RWY> 05R, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> AAL1101, <DIST> 15 miles out.","[ATC]: AAL1101, wind 210 at 7, Runway 05R cleared to land.","{""callsign"": ""AAL1101"", ""pilot_alt"": 6000, ""assign_alt"": 4000, ""dist_nm"": 16.3, ""dist_mi"": 15, ""rwy"": ""05R"", ""hs_rwy"": ""32"", ""wind_dir"": 210, ""wind_spd"": 7, ""gate"": ""B2"", ""route"": ""Hotel, Alpha""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> JBU3228, <GATE> C3, <RWY> 32, <TXWY> Charlie, Bravo, Foxtrot, <HSRWY> 23L [Pilot]: Greensboro Ground, <F#> JBU3228, at Gate <GATE> C3, request taxi to Runway <RWY> 32.","[ATC]: JBU3228, taxi to Runway 32 via Charlie, Bravo, Foxtrot, hold short of Runway 23L.","{""callsign"": ""JBU3228"", ""pilot_alt"": 9000, ""assign_alt"": 6000, ""dist_nm"": 4.8, ""dist_mi"": 5, ""rwy"": ""32"", ""hs_rwy"": ""23L"", ""wind_dir"": 250, ""wind_spd"": 12, ""gate"": ""C3"", ""route"": ""Charlie, Bravo, Foxtrot""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> DAL9714, <ALT> 3000ft, <RWY> 23R, <DIST> 4.0NM [Pilot]: Greensboro Approach, <F#> DAL9714, level 6000 feet, inbound for landing.","[ATC]: DAL9714, radar contact, descend and maintain 3000, expect ILS Runway 23R.","{""callsign"": ""DAL9714"", ""pilot_alt"": 6000, ""assign_alt"": 3000, ""dist_nm"": 4.0, ""dist_mi"": 4, ""rwy"": ""23R"", ""hs_rwy"": ""14"", ""wind_dir"": 210, ""wind_spd"": 4, ""gate"": ""B2"", ""route"": ""Hotel, Juliet""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> FFT4295, <ALT> 3000ft, <RWY> 23R, <DIST> 11.6NM [Pilot]: Greensboro Approach, <F#> FFT4295, level 10000 feet, inbound for landing.","[ATC]: FFT4295, radar contact, descend and maintain 3000, expect ILS Runway 23R.","{""callsign"": ""FFT4295"", ""pilot_alt"": 10000, ""assign_alt"": 3000, ""dist_nm"": 11.6, ""dist_mi"": 12, ""rwy"": ""23R"", ""hs_rwy"": ""05L"", ""wind_dir"": 180, ""wind_spd"": 4, ""gate"": ""C1"", ""route"": ""Kilo, Juliet""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> AAL2567, <TXWY> Charlie, Delta, <GATE> C1 [Pilot]: Greensboro Ground, <F#> AAL2567, clear of active, request taxi to Gate <GATE> C1.","[ATC]: AAL2567, taxi to Gate C1 via Charlie, Delta.","{""callsign"": ""AAL2567"", ""pilot_alt"": 6000, ""assign_alt"": 5000, ""dist_nm"": 10.6, ""dist_mi"": 11, ""rwy"": ""05L"", ""hs_rwy"": ""32"", ""wind_dir"": 280, ""wind_spd"": 13, ""gate"": ""C1"", ""route"": ""Charlie, Delta""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> FFT6972, <TXWY> Delta, Foxtrot, <GATE> B2 [Pilot]: Greensboro Ground, <F#> FFT6972, clear of active, request taxi to Gate <GATE> B2.","[ATC]: FFT6972, taxi to Gate B2 via Delta, Foxtrot.","{""callsign"": ""FFT6972"", ""pilot_alt"": 10000, ""assign_alt"": 5000, ""dist_nm"": 10.7, ""dist_mi"": 11, ""rwy"": ""23L"", ""hs_rwy"": ""23R"", ""wind_dir"": 270, ""wind_spd"": 8, ""gate"": ""B2"", ""route"": ""Delta, Foxtrot""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> N9828P, <WIND> 200 at 14, <RWY> 32, <DIST> 13mi [Pilot]: Greensboro Tower, <F#> N9828P, <DIST> 13 miles out.","[ATC]: N9828P, wind 200 at 14, Runway 32 cleared to land.","{""callsign"": ""N9828P"", ""pilot_alt"": 9000, ""assign_alt"": 4000, ""dist_nm"": 12.7, ""dist_mi"": 13, ""rwy"": ""32"", ""hs_rwy"": ""23R"", ""wind_dir"": 200, ""wind_spd"": 14, ""gate"": ""C5"", ""route"": ""Hotel, Echo, Kilo""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> SWA4926, <WIND> 190 at 9, <RWY> 23R, <DIST> 6mi [Pilot]: Greensboro Tower, <F#> SWA4926, <DIST> 6 miles out.","[ATC]: SWA4926, wind 190 at 9, Runway 23R cleared to land.","{""callsign"": ""SWA4926"", ""pilot_alt"": 10000, ""assign_alt"": 5000, ""dist_nm"": 6.0, ""dist_mi"": 6, ""rwy"": ""23R"", ""hs_rwy"": ""14"", ""wind_dir"": 190, ""wind_spd"": 9, ""gate"": ""A3"", ""route"": ""Foxtrot, Hotel, Juliet""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> AAL5923, <GATE> C1, <RWY> 23L, <TXWY> Echo, Juliet, <HSRWY> 14 [Pilot]: Greensboro Ground, <F#> AAL5923, at Gate <GATE> C1, request taxi to Runway <RWY> 23L.","[ATC]: AAL5923, taxi to Runway 23L via Echo, Juliet, hold short of Runway 14.","{""callsign"": ""AAL5923"", ""pilot_alt"": 10000, ""assign_alt"": 5000, ""dist_nm"": 14.7, ""dist_mi"": 15, ""rwy"": ""23L"", ""hs_rwy"": ""14"", ""wind_dir"": 210, ""wind_spd"": 7, ""gate"": ""C1"", ""route"": ""Echo, Juliet""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> ASA7480, <TXWY> Charlie, Bravo, <GATE> A5 [Pilot]: Greensboro Ground, <F#> ASA7480, clear of active, request taxi to Gate <GATE> A5.","[ATC]: ASA7480, taxi to Gate A5 via Charlie, Bravo.","{""callsign"": ""ASA7480"", ""pilot_alt"": 8000, ""assign_alt"": 6000, ""dist_nm"": 18.2, ""dist_mi"": 15, ""rwy"": ""23L"", ""hs_rwy"": ""14"", ""wind_dir"": 230, ""wind_spd"": 5, ""gate"": ""A5"", ""route"": ""Charlie, Bravo""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> FFT2448, <WIND> 310 at 10, <RWY> 05R, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> FFT2448, <DIST> 15 miles out.","[ATC]: FFT2448, wind 310 at 10, Runway 05R cleared to land.","{""callsign"": ""FFT2448"", ""pilot_alt"": 6000, ""assign_alt"": 6000, ""dist_nm"": 16.6, ""dist_mi"": 15, ""rwy"": ""05R"", ""hs_rwy"": ""23L"", ""wind_dir"": 310, ""wind_spd"": 10, ""gate"": ""A1"", ""route"": ""Golf, Bravo""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> N9714E, <TXWY> Alpha, Foxtrot, Delta, <GATE> C1 [Pilot]: Greensboro Ground, <F#> N9714E, clear of active, request taxi to Gate <GATE> C1.","[ATC]: N9714E, taxi to Gate C1 via Alpha, Foxtrot, Delta.","{""callsign"": ""N9714E"", ""pilot_alt"": 8000, ""assign_alt"": 3000, ""dist_nm"": 18.1, ""dist_mi"": 15, ""rwy"": ""32"", ""hs_rwy"": ""05L"", ""wind_dir"": 220, ""wind_spd"": 6, ""gate"": ""C1"", ""route"": ""Alpha, Foxtrot, Delta""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> ASA4879, <WIND> 230 at 16, <RWY> 05L, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> ASA4879, <DIST> 15 miles out.","[ATC]: ASA4879, wind 230 at 16, Runway 05L cleared to land.","{""callsign"": ""ASA4879"", ""pilot_alt"": 8000, ""assign_alt"": 3000, ""dist_nm"": 21.9, ""dist_mi"": 15, ""rwy"": ""05L"", ""hs_rwy"": ""32"", ""wind_dir"": 230, ""wind_spd"": 16, ""gate"": ""B2"", ""route"": ""Delta, Echo""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> AAL8915, <GATE> B6, <RWY> 32, <TXWY> Kilo, Foxtrot, <HSRWY> 05R [Pilot]: Greensboro Ground, <F#> AAL8915, at Gate <GATE> B6, request taxi to Runway <RWY> 32.","[ATC]: AAL8915, taxi to Runway 32 via Kilo, Foxtrot, hold short of Runway 05R.","{""callsign"": ""AAL8915"", ""pilot_alt"": 8000, ""assign_alt"": 4000, ""dist_nm"": 17.4, ""dist_mi"": 15, ""rwy"": ""32"", ""hs_rwy"": ""05R"", ""wind_dir"": 280, ""wind_spd"": 14, ""gate"": ""B6"", ""route"": ""Kilo, Foxtrot""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> N4947E, <GATE> B4, <RWY> 23R, <TXWY> Golf, Juliet, Charlie, <HSRWY> 05L [Pilot]: Greensboro Ground, <F#> N4947E, at Gate <GATE> B4, request taxi to Runway <RWY> 23R.","[ATC]: N4947E, taxi to Runway 23R via Golf, Juliet, Charlie, hold short of Runway 05L.","{""callsign"": ""N4947E"", ""pilot_alt"": 7000, ""assign_alt"": 4000, ""dist_nm"": 9.9, ""dist_mi"": 10, ""rwy"": ""23R"", ""hs_rwy"": ""05L"", ""wind_dir"": 270, ""wind_spd"": 4, ""gate"": ""B4"", ""route"": ""Golf, Juliet, Charlie""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> N1448X, <WIND> 270 at 8, <RWY> 14, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> N1448X, <DIST> 15 miles out.","[ATC]: N1448X, wind 270 at 8, Runway 14 cleared to land.","{""callsign"": ""N1448X"", ""pilot_alt"": 8000, ""assign_alt"": 5000, ""dist_nm"": 18.6, ""dist_mi"": 15, ""rwy"": ""14"", ""hs_rwy"": ""32"", ""wind_dir"": 270, ""wind_spd"": 8, ""gate"": ""A5"", ""route"": ""Foxtrot, Juliet""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> UAL5299, <ALT> 3000ft, <RWY> 32, <DIST> 21.7NM [Pilot]: Greensboro Approach, <F#> UAL5299, level 10000 feet, inbound for landing.","[ATC]: UAL5299, radar contact, descend and maintain 3000, expect ILS Runway 32.","{""callsign"": ""UAL5299"", ""pilot_alt"": 10000, ""assign_alt"": 3000, ""dist_nm"": 21.7, ""dist_mi"": 15, ""rwy"": ""32"", ""hs_rwy"": ""23R"", ""wind_dir"": 320, ""wind_spd"": 14, ""gate"": ""A5"", ""route"": ""Hotel, Lima""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> N1320Z, <GATE> D4, <RWY> 14, <TXWY> Lima, Foxtrot, Hotel, <HSRWY> 05L [Pilot]: Greensboro Ground, <F#> N1320Z, at Gate <GATE> D4, request taxi to Runway <RWY> 14.","[ATC]: N1320Z, taxi to Runway 14 via Lima, Foxtrot, Hotel, hold short of Runway 05L.","{""callsign"": ""N1320Z"", ""pilot_alt"": 6000, ""assign_alt"": 6000, ""dist_nm"": 7.0, ""dist_mi"": 7, ""rwy"": ""14"", ""hs_rwy"": ""05L"", ""wind_dir"": 250, ""wind_spd"": 8, ""gate"": ""D4"", ""route"": ""Lima, Foxtrot, Hotel""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> FFT7706, <GATE> C3, <RWY> 05L, <TXWY> Bravo, Alpha, Golf, <HSRWY> 32 [Pilot]: Greensboro Ground, <F#> FFT7706, at Gate <GATE> C3, request taxi to Runway <RWY> 05L.","[ATC]: FFT7706, taxi to Runway 05L via Bravo, Alpha, Golf, hold short of Runway 32.","{""callsign"": ""FFT7706"", ""pilot_alt"": 10000, ""assign_alt"": 3000, ""dist_nm"": 6.5, ""dist_mi"": 6, ""rwy"": ""05L"", ""hs_rwy"": ""32"", ""wind_dir"": 180, ""wind_spd"": 5, ""gate"": ""C3"", ""route"": ""Bravo, Alpha, Golf""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> SWA5010, <WIND> 240 at 15, <RWY> 23R, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> SWA5010, <DIST> 15 miles out.","[ATC]: SWA5010, wind 240 at 15, Runway 23R cleared to land.","{""callsign"": ""SWA5010"", ""pilot_alt"": 7000, ""assign_alt"": 6000, ""dist_nm"": 15.9, ""dist_mi"": 15, ""rwy"": ""23R"", ""hs_rwy"": ""23L"", ""wind_dir"": 240, ""wind_spd"": 15, ""gate"": ""D4"", ""route"": ""Foxtrot, Charlie""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> JBU6892, <ALT> 4000ft, <RWY> 14, <DIST> 20.1NM [Pilot]: Greensboro Approach, <F#> JBU6892, level 7000 feet, inbound for landing.","[ATC]: JBU6892, radar contact, descend and maintain 4000, expect ILS Runway 14.","{""callsign"": ""JBU6892"", ""pilot_alt"": 7000, ""assign_alt"": 4000, ""dist_nm"": 20.1, ""dist_mi"": 15, ""rwy"": ""14"", ""hs_rwy"": ""23L"", ""wind_dir"": 210, ""wind_spd"": 7, ""gate"": ""C3"", ""route"": ""Foxtrot, Hotel""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> AAL5387, <GATE> B6, <RWY> 23L, <TXWY> Juliet, Charlie, Alpha, <HSRWY> 32 [Pilot]: Greensboro Ground, <F#> AAL5387, at Gate <GATE> B6, request taxi to Runway <RWY> 23L.","[ATC]: AAL5387, taxi to Runway 23L via Juliet, Charlie, Alpha, hold short of Runway 32.","{""callsign"": ""AAL5387"", ""pilot_alt"": 9000, ""assign_alt"": 5000, ""dist_nm"": 15.1, ""dist_mi"": 15, ""rwy"": ""23L"", ""hs_rwy"": ""32"", ""wind_dir"": 210, ""wind_spd"": 14, ""gate"": ""B6"", ""route"": ""Juliet, Charlie, Alpha""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> FFT3441, <ALT> 4000ft, <RWY> 32, <DIST> 9.9NM [Pilot]: Greensboro Approach, <F#> FFT3441, level 9000 feet, inbound for landing.","[ATC]: FFT3441, radar contact, descend and maintain 4000, expect ILS Runway 32.","{""callsign"": ""FFT3441"", ""pilot_alt"": 9000, ""assign_alt"": 4000, ""dist_nm"": 9.9, ""dist_mi"": 10, ""rwy"": ""32"", ""hs_rwy"": ""05L"", ""wind_dir"": 240, ""wind_spd"": 5, ""gate"": ""A3"", ""route"": ""Echo, Bravo, Kilo""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> AAL1043, <ALT> 6000ft, <RWY> 32, <DIST> 19.1NM [Pilot]: Greensboro Approach, <F#> AAL1043, level 10000 feet, inbound for landing.","[ATC]: AAL1043, radar contact, descend and maintain 6000, expect ILS Runway 32.","{""callsign"": ""AAL1043"", ""pilot_alt"": 10000, ""assign_alt"": 6000, ""dist_nm"": 19.1, ""dist_mi"": 15, ""rwy"": ""32"", ""hs_rwy"": ""05L"", ""wind_dir"": 250, ""wind_spd"": 13, ""gate"": ""A5"", ""route"": ""Alpha, Hotel""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> FFT2770, <TXWY> Charlie, Foxtrot, <GATE> B6 [Pilot]: Greensboro Ground, <F#> FFT2770, clear of active, request taxi to Gate <GATE> B6.","[ATC]: FFT2770, taxi to Gate B6 via Charlie, Foxtrot.","{""callsign"": ""FFT2770"", ""pilot_alt"": 7000, ""assign_alt"": 3000, ""dist_nm"": 13.2, ""dist_mi"": 13, ""rwy"": ""14"", ""hs_rwy"": ""32"", ""wind_dir"": 250, ""wind_spd"": 16, ""gate"": ""B6"", ""route"": ""Charlie, Foxtrot""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> DAL4020, <TXWY> Lima, Delta, Charlie, <GATE> C1 [Pilot]: Greensboro Ground, <F#> DAL4020, clear of active, request taxi to Gate <GATE> C1.","[ATC]: DAL4020, taxi to Gate C1 via Lima, Delta, Charlie.","{""callsign"": ""DAL4020"", ""pilot_alt"": 9000, ""assign_alt"": 5000, ""dist_nm"": 9.3, ""dist_mi"": 9, ""rwy"": ""05L"", ""hs_rwy"": ""05R"", ""wind_dir"": 260, ""wind_spd"": 9, ""gate"": ""C1"", ""route"": ""Lima, Delta, Charlie""}"
